42|622.38|0.43|44.13
0.2|4437.81|1.8|106.01
8|5447.4|3.3|15.42
55|4744.99|1.38|17.6
1.4|12817.84|5.82|200.35
1.7|12800.2|4.6|15.22
5.3|3417.17|1.66|104.25
0.3|62216.55|16.86|2.91
0.7|51123.56|7.78|101.64
0.4|7189.69|3.65|110.98
1.4|21514.9|5.2|36.63
0.2|22033.91|22.48|1702.76
56|838.55|0.41|1178.5
0.4|15534.17|5.45|652.56
8.9|6305.77|6.72|46.69
0.5|47699.84|8.95|364.85
3.7|4522.86|1.82|14.43
9.8|799.04|0.54|86.73
21|2485.79|1|19.21
3.4|2377.71|1.6|9.3
5|4860.78|6.23|74.85
30|7504.85|2.11|3.69
2.8|13039.12|2.19|23.99
1.8|46377.88|24.27|75.8
2.4|7813.8|6.71|67.69
9.5|667.17|0.14|58.87
25|240.61|0.02|381.24
27|3766.11|0.31|64.79
5.4|879.15|1.07|122.87
68|1258.92|0.36|82.67
38|52083.83|0.27|44.68
0.3|488.36|14.48|3.78
62|988.44|0.06|7.27
20|14582.17|0.04|9.77
2.7|5633.8|4.61|23.13
3.5|7227.77|7.23|143.17
2|818.86|1.65|41.83
8.1|3453.22|0.21|384.72
37|9186.57|0.53|12.23
1.4|14542.18|1.68|90.1
1.5|6092.61|4.69|76.49
0.4|32233.84|3.18|105.96
0.3|21717.48|6.65|120.85
0.5|350.27|10.19|135.89
62|61304.06|0.04|30.03
0.3|1472.01|7.3|131.29
53|7016.45|0.56|36.32
4.3|5759.04|1.8|95.2
5.9|5223.38|2.2|207.56
4.4|2816.67|2.61|61.11
0.8|3821.34|2.59|84.17
1.3|28404.43|1.1|292.24
7.5|17453.75|9.01|26.77
3.5|355.59|14.02|31.31
34|4351.91|0.09|89.86
3.7|50787.56|1.83|47.47
1.1|43807.48|10.51|17.73
1|11530.15|5.07|119.34
67|516.98|2.83|6.12
19|3725.06|0.25|172.84
6.4|45936.08|1.78|67.79
0.4|1587.19|8.95|230.3
39|25914.68|0.39|109.56
0.7|7410.76|7.27|86.15
1|3166.58|2.41|309.03
2.2|447.79|0.79|140.44
29|660.59|0.25|46.05
66|3408.73|0.15|59.51
17|740.95|2.36|3.84
28|2307.72|0.22|368.1
1.2|14048.88|1.17|68.12
1.3|45970.89|4.79|110.15
2.4|1461.38|5.9|3.18
39|3647.63|1.48|419.56
43|7874.48|2.34|135.14
2|5828.76|8.24|46.16
2.5|52564.26|4.2|73.37
0.6|33657.16|7.83|66.44
0.3|38332.3|8.9|358.86
0.7|1231.87|6.7|201.87
0.3|5348.64|2.86|254.14
2.9|48173.93|9.32|350.61
0.3|4266.08|3.21|76.15
11|11634.42|15.65|6.13
17|1012.88|0.32|72.78
20|1692.52|0.6|129.21
0.6|47551.38|28.1|181.77
12|1123.88|1.39|28.75
61|1297.54|0.26|27.59
3.9|13798.21|3.54|33.11
0.8|8728.57|4.45|448.85
46|378.81|0.22|42.35
7.1|14367.21|4.55|48.32
0.4|113239.56|21.1|200.13
51|456.33|0.11|37.26
16|524.31|0.08|161.51
6.9|10427.76|7.71|86.97
3.3|6497.55|2.53|1256.67
11|829.85|0.07|12.82
0.7|22957.41|6.05|1300.84
36|3286.48|1.95|291.89
31|1402.67|0.65|3.57
1.5|9197.03|3.13|616.95
2.2|9730.28|3.88|61.92
20|2998.64|1.24|147.82
21|1970.57|1.42|124.1
8.1|3772.93|10|1.78
65|3066.5|1.77|72.89
53|524.89|0.13|31.81
32|1150.64|0.27|79.79
17|5539.62|1.26|2.72
0.2|693.55|0.2|189.6
0.3|53537.28|10.33|495.05
3.8|38426.7|7.19|16.65
20|1679.75|0.84|48.26
93|378.2|0.08|13.38
0.6|2514.15|0.59|179.82
0.8|100575.12|9.12|13.56
30|21164.34|17.51|10.37
5.5|1229.85|0.93|225.29
5|9701.06|10.86|44.8
86|9335.69|2.74|49.53
4.4|1838.7|0.75|15.46
7.3|3988.02|0.85|15.84
26|5770.33|1.67|23.25
1.8|2371.85|0.91|316.94
2.2|13893.41|8.33|124.3
0.3|23194.74|4.51|115.27
6|88050.81|42.21|164.12
13|9200.28|11.84|87.53
6.5|14227.72|4.21|8.73
15|606.9|12.37|427.91
7.3|14212.35|0.06|203.84
2.4|7143.23|5.05|293.9
0.7|6183.68|2.27|280.36
4.8|4065.96|1.81|66.23
1|1335.35|1.25|181.92
8.3|23256.1|0.59|13.39
2.8|1074.49|17.39|69.38
23|12189.1|0.63|190.09
1.1|497.98|6.84|81.86
45|53093.67|0.15|7363.19
1.7|18186.03|7.39|112.26
0.5|24983.69|6.4|101.93
1.1|1648.85|7.4|19.21
10|8077.97|0.37|42.64
52|24155.83|9.22|511.98
0.6|31832.24|5.79|93.51
4.7|3221.15|0.75|323.25
23|1596.45|0.33|19.96
2.5|8448.5|4.15|3.36
50|4090.86|0.86|70.49
0.5|59593.68|5.47|23.03
0.3|88002.61|4.67|200.23
3.9|841.22|0.3|55.4
76|740.38|0.17|53.2
11|5539.49|4.34|130.95
1.5|5079.96|4.54|81.91
51|1024.64|0.22|72.47
10|572.03|0.37|120.72
0.8|4052.19|0.98|144.99
1.5|19053.94|35.14|260.19
