41|653.35|0.69|47
0.2|4412.35|1.66|105.72
7.4|5491.61|3.51|16.03
43|5327.15|1.38|18.81
1.4|13342.09|5.83|204.51
1.6|13027.2|4.46|15.54
4.7|3716.83|1.84|105.1
0.2|67652.68|16.35|3.01
0.8|50504.72|7.36|102.74
0.6|7811.62|3.79|113.92
0.3|22554.45|8.23|37.75
0.5|24113.52|23.68|1752.5
49|954.4|0.44|1207.32
0.3|15473.1|5.13|656.98
6.8|7722.12|6.74|46.65
0.5|46508.12|8.37|369.31
4.4|4723.59|1.5|15.09
10|887.09|0.56|91.54
18|2383.04|1.17|19.8
3.2|2948.03|1.89|9.6
4.1|4748.04|5.73|74.68
21|6806.66|2.49|3.84
2.8|12071.78|2.47|24.44
5.4|43970.53|18.92|78.08
2.1|7674.86|5.45|66.92
9.3|698.34|0.18|62.44
23|259.37|0.03|407.55
21|3648.94|0.42|68
5.2|1024.61|0.87|125.87
61|1331.2|0.37|85.42
34|52266.18|0.31|46.99
0.3|322.37|13.53|3.87
43|985.1|0.06|7.56
21|15764.76|0.05|10.44
2.7|7077.77|4.73|23.64
3|8030.69|7.55|144.58
2.1|823.02|1.89|42.67
8|3205.46|0.21|403.92
42|10547.21|0.56|12.87
0.9|13574.98|1.62|92.17
1.3|6789.85|4.16|76.05
0.4|27907.97|3.46|109.02
0.1|19916.02|5.21|123.56
0.6|413.7|9.38|136.14
65|60361.74|0.04|32
0.4|1682.95|6.78|132.88
45|7061.28|0.7|37.3
4.3|6026.99|1.83|96.01
4.8|6074.18|2.15|212.82
3.5|3264.45|2.78|63.06
0.3|3998.74|2.43|88.01
1.8|27528.66|1.04|293.9
7.7|19029.78|6.79|28.42
1.9|503.9|15.11|31.09
36|4758.89|0.11|94.56
5|49638.08|1.94|48.19
0.6|42571.2|8.51|17.9
0.9|10658.77|5.05|120.48
50|484.11|2.88|6.4
21|4274.38|0.26|184.47
5.2|45688.39|1.99|66.06
0.5|1827.1|9.22|231.16
37|21874.82|0.56|114.99
1|7956.14|6.31|85.07
1|3432.02|2.87|311.48
2.2|521.54|0.87|146.42
29|584.28|0.19|48.63
70|3928.88|0.15|62.49
16|810.31|2.54|3.87
19|2340.68|0.23|378.49
1.1|13613.6|1.15|70.15
1|47493.25|4.19|109.28
3.3|1456.2|6.08|3.23
38|3631.67|1.59|430.35
42|6631.3|1.91|138.7
1.9|6879.7|8|47.37
2.3|52034.77|4.92|78.53
0.5|36393.67|7.6|66.75
0.2|35370.27|8.82|372.44
0.6|1445.91|5.72|204.78
0.2|5259.04|2.85|256.07
2.7|40488.24|9.76|349.29
0.3|4656.22|3.44|81.27
9.5|13890.86|15.43|6.31
18|1261.09|0.3|76.77
23|1724.22|0.57|134
0.2|48463.15|27.26|201.67
11|1282.44|1.72|29.82
57|1700.53|0.33|28.51
5.2|15033.15|3.52|32.36
1.2|8388.97|4.27|516.81
54|453.34|0.22|44.58
7.2|15692.01|4.27|47.19
0.2|113726.64|18.7|209.79
51|462.46|0.13|39.4
18|335.52|0.08|171.72
8|10971.42|8.03|89.68
4.1|7112.34|2.67|1310
11|772.25|0.06|13.6
0.7|24056.61|5.24|1323.04
39|3618.23|1.95|293.26
23|1457.84|0.68|3.76
1.4|9637|2.96|620.03
2|10198.65|3.95|63.65
22|3044.08|1.41|148.17
