45|257.18|0.05|37.37
0.3|2709.14|1.41|109.91
8.2|3102.04|3.22|13.97
56|1576.16|1.07|14.37
1.4|12079.87|4.97|187.65
2|5096.26|4.14|14.3
8.5|1625.41|1.44|105.9
0.3|33982.95|17.17|2.65
0.7|38242.04|9.02|99.63
11|1578.37|4.09|101.52
1.2|23405.88|5.29|32.89
1.1|18418.07|22.15|1171.64
62|485.85|0.28|1098.03
0.8|14223.66|4.94|637.24
11|3126.37|6.12|47.65
0.9|36967.26|10.36|346.06
2.1|3933.3|1.46|12.42
13|587.08|0.29|72.56
20|1257.55|0.61|17.08
3.8|1046.43|1.34|8.42
5.3|2928.26|4.23|74.87
29|5327.85|2.2|3.29
3.4|4730.65|1.84|22.55
3.4|26337.92|13.83|68.67
3.7|3852.98|6.19|70.5
11|406.67|0.08|49.06
35|140.82|0.02|308.96
48|2049.62|0.43|57.02
7.7|472.45|0.73|117.67
111|915.09|0.21|75.46
51|36189.59|0.2|38.35
0.4|332.95|17.08|3.55
111|660.18|0.06|6.51
24|7728.61|0.04|8
3.8|1753.42|3.84|21.65
5.7|3386.03|4.44|138.87
2.6|614.86|1.41|39.01
8.3|1737.61|0.17|332.42
40|4697.01|0.28|10.26
1.6|10224.24|1.62|83.19
2.7|3786.88|5.12|79.38
0.4|25324.49|2.31|105.8
0.5|13317.73|7.27|111.75
0.7|213.31|11.76|132.17
54|48816.84|0.03|24.74
0.5|910.36|8.69|127.73
47|5250.35|0.53|33.58
1.4|3681.06|1.66|94.06
6.5|3021.94|2.02|191.21
7.8|1196.73|2.2|55.3
1.1|2874.26|2.23|75.28
1.9|13129.6|1.09|287.03
8.4|10338.32|7.53|22.31
3.9|161.88|12.37|31.96
66|3658.62|0.07|76.61
3.7|38969.17|1.66|44.98
1.5|34879.73|10.42|17.22
1.5|6865.32|6.1|115.38
119|433.29|3.55|5.35
22|1530.06|0.22|142.35
3.8|34696.62|1.21|73.31
0.6|501.72|9.67|236.46
54|22551.74|0.33|94
0.9|6754.38|8.98|85.24
2|2064.05|2.1|302.8
3.1|303.76|0.95|123.03
51|401.15|0.12|39.35
65|1110.96|0.15|52.02
17|465.31|1.94|3.77
40|1405.78|0.22|336.12
4|11161.72|1.1|61.49
2.5|56445.54|5.75|112.57
1|729|7.51|2.96
50|1263.48|1.07|384.88
49|3135.19|1.51|124.89
1.8|1848.97|6.69|43.05
3.2|50886.83|4.2|61.77
0.6|20611.18|10.47|60.38
0.7|31959.26|8.22|320.24
0.8|942.22|8.17|197.08
0.7|4238.32|3.97|247.27
3.4|37217.65|9.7|350.54
0.8|2360.53|3.95|60.44
27|3771.28|11.71|5.61
18|530.08|0.24|62.11
22|1214.5|0.68|113.99
1.3|35694.38|31.61|127.03
16|476.55|1.04|26.92
87|476.16|0.24|24.89
8.7|7558.74|3.35|36
0.9|5339.42|4.07|389.72
72|168.21|0.22|33.95
11|7863.16|4.18|53.01
0.2|79494.21|24.82|179.6
65|275.52|0.1|31.45
21|286.79|0.07|135.21
6|5564.17|6.76|78.52
2|3488.49|1.87|1070
13|484.81|0.07|10.56
0.3|15835.35|6.68|1261.98
29|2645.98|1.62|289.21
43|692.58|0.5|3.06
1.2|5116.05|2.68|605.05
2.7|7893.96|3.97|56.46
13|2352.64|1.14|151.71
25|831.21|1.36|125.15
11|998.82|3.39|1.63
86|2023.25|1.51|68.08
78|365.6|0.09|26.87
41|239.81|0.23|76.5
17|3582.26|1.14|2.46
0.5|318.75|0.12|177.93
0.5|41577.16|10.43|483.41
5.8|27750.9|8.26|15.7
33|1175.12|0.8|44.7
93|252.5|0.05|10.65
1|804.01|0.75|153.29
0.7|66775.39|9.18|12.66
64|12398.59|11.92|8.1
4.7|714.04|0.89|198.94
6.9|9710.15|9.58|43.28
87|4933.08|2.06|44.65
5.1|799.42|0.72|13.44
9.8|1507.15|0.66|14.59
33|2754.78|1.34|21.57
2.3|1196.54|0.87|288.9
3.2|8021.25|7.93|124.59
0.3|18784.95|6.22|114.83
7.6|53207.33|60.89|72.09
18|4676.32|9.62|92.7
8.4|5323.47|4.52|8.76
24|286.57|11.25|365.15
6.2|11053.74|0.06|189
2.2|5723.34|4.78|271.16
3.9|5064.22|2.22|278.84
0.9|2587.52|2.02|63.58
1.3|824.01|0.94|159.53
9.1|13273.65|0.5|11.51
3.2|772.65|16.07|58.53
24|11086.89|0.52|180.13
2.5|321|8.32|70.26
74|29869.85|0.11|6191.24
1.8|11669.42|7.12|111.7
0.9|18169.18|7.33|99.33
0.9|881.96|7.93|16.77
12|5453.19|0.34|39.24
57|18657.52|8.82|497.04
1.1|26510.72|8.1|87.47
7.2|1259.81|0.62|308.93
22|661.63|0.27|16.87
1.8|3645.85|3.43|3.15
47|2812.59|0.92|64.22
0.7|43085.35|5.71|22.01
0.4|54797.55|5.56|188.2
14|339.76|0.36|48.63
83|446.16|0.14|44.1
18|2874.39|3.76|128.92
3.3|3063.6|5.52|80.33
62|501.43|0.18|66.54
8|379.18|0.24|102.56
1.7|2599.46|1.13|140.08
1.6|12323.14|22.76|252.81
2.7|3217.97|2.26|65.03
1.5|7117.23|3.5|88.17
37|1706.96|10.18|10.1
30|321.44|0.08|140.35
26|1828.72|7.09|81.3
0.6|40298.52|25.91|53.61
0.8|41524.07|8.98|249.66
0.3|44307.92|19.61|32.25
1.9|5220.96|1.74|19
14|546.78|4.31|61.51
21|1886.39|0.28|17.18
2.6|5435.74|6.17|30.35
27|699.5|1.19|265.72
17|817.08|0.98|38.84
31|691.81|0.19|16.2
22|443.24|0.83|33.56
