43|458.96|0.25|41.67
0.2|4114.14|1.5|106.84
8.6|3875.82|3.43|14.86
61|3678.95|1.35|16.46
1.5|13979.26|5.91|196.14
1.7|8198.57|4.41|14.91
7.3|2915.58|1.47|104.18
0.3|42715.13|18.2|2.82
0.6|47654.19|7.56|101.04
1.3|4950.29|3.57|108.29
0.6|22043.01|4.63|35.44
0.7|19166.71|22.82|1574.7
54|683.61|0.36|1151.62
0.4|16523.38|5.81|647.6
9.1|5176.04|6.38|46.87
0.6|44880.57|9.29|356.56
4.2|4263.81|1.38|13.76
11|768.01|0.5|81.95
20|1786.81|0.55|18.57
3.6|1776.86|1.43|9.01
4.7|4586.21|5.39|74.96
25|5115.12|1.96|3.54
3|8474.88|1.87|23.53
3.3|27726.48|20.31|73.45
2.7|6955.99|5.73|68.57
11|537.26|0.13|55.43
25|190.39|0.02|355.83
31|3517.39|0.29|61.9
6.3|735.41|0.68|120.76
77|1164.72|0.33|80.13
43|40773.45|0.34|42.47
0.3|454.37|14.84|3.7
58|803.91|0.06|7
23|10217.31|0.04|9.14
2.9|3838.43|3.97|22.64
4.2|5148.41|5.72|141.8
2.5|768.73|1.6|40.93
6.9|2428.26|0.17|366.39
43|6809.4|0.43|11.57
1.1|14157.14|1.76|87.9
2.8|5494.93|4.81|79.15
0.3|32105.82|2.65|106.14
0.1|19698.49|7.44|118.02
0.5|286.05|10.31|135.2
56|57895.5|0.03|28.16
0.5|1279.25|8.06|130.17
57|6888.86|0.56|35.38
4.3|4952.69|1.86|94.66
4.9|4255.56|2.1|202.19
5|2349.29|2.45|59.15
0.8|3431.28|2.57|80.81
1.4|21251.06|1.07|290.61
11|14726.31|6.53|25.21
3.7|380.26|10.91|31.48
44|3369.86|0.08|85.3
2.3|47107.16|1.25|46.63
1|41631.13|9.96|17.57
1.1|8003.79|5.43|118.17
95|549.54|2.87|5.85
22|2706.59|0.27|161.95
4.7|41732.71|1.49|69.6
0.4|1095.5|8.81|234.94
45|29710.97|0.33|104.22
0.8|7394.95|8.28|86.17
2|2617.13|2.43|306.76
3.1|430.2|0.82|134.55
42|517.17|0.21|43.61
61|2698.06|0.15|56.79
11|668.29|2.09|3.81
33|1962.07|0.23|357.51
1.4|12967.17|1.07|65.99
1.7|40362.04|4.85|110.71
2.6|1090.36|6.45|3.18
42|2262.72|1.43|408.38
45|5437.82|1.87|131.63
1.8|3725.68|8.06|45.05
2.7|51983.79|3.49|69.01
0.8|27795.88|8.9|65.84
0.3|36976.85|8.61|345.91
0.7|1233.3|6.8|200.91
0.5|4489.84|2.89|252.04
3|40855.18|8.62|351.29
0.5|3800.68|3.49|70.59
15|7165.28|10.31|5.96
17|942.74|0.31|69
9.6|1297.31|0.4|124.16
1.2|36754.95|30.3|161.69
12|871.22|1.26|28.07
70|947.96|0.2|26.66
5.3|12219.37|3.38|34.44
1|8403.11|4.99|408.77
59|302.28|0.14|39.68
8.5|11837.39|3.96|50.47
0.4|101221.81|20.88|192.19
57|417.18|0.09|35.24
18|432.36|0.07|151.98
6|7312.01|7.19|84.19
2.7|5970.16|2.45|1200
7.9|692.84|0.05|12.04
0.3|20675.58|5.81|1288.99
37|2917.21|1.96|290.67
27|1045.79|0.61|3.4
1.3|7318.13|2.96|614.5
2.2|7661.21|3.86|60.09
20|2669.38|1.62|148.52
23|1525.53|1.28|124.12
10|1717.07|4.91|1.72
57|2883.85|1.65|71.06
60|461.43|0.11|30.07
32|718.44|0.2|78.63
17|4123.94|1.43|2.61
0.4|483.4|0.16|185.51
0.4|51900.34|10.23|490.08
3.6|28200.94|7.53|16.34
22|1478.97|0.79|47.09
91|344.38|0.06|12.37
0.6|1091.97|0.49|170.41
0.8|80017.78|11.46|13.22
38|17518.83|15.96|8.92
8.8|1009.8|0.95|216.01
